

1.1.true

1	1.8893979440092328
11	1.121212121212121
21	1.121212121212121
2	1.8893979440092328
12	1.121212121212121
22	2.8893979440092328
3	2.8893979440092323
13	1.121212121212121
23	3.8893979440092323
4	3.3251091794645466
14	1.121212121212121
24	4.325109179464547
5	4.3251091794645475
15	1.121212121212121
25	5.3251091794645475
6	6.305649026028993
16	1.121212121212121
26	5.305649026028993
7	6.305649026028993
17	1.121212121212121
27	7.305649026028993
8	1.121212121212121
18	1.121212121212121
28	1.121212121212121
9	1.121212121212121
19	1.121212121212121
29	2.121212121212121
10	1.121212121212121
20	3.121212121212121
30	2.121212121212121
 RSU logging

1	4.123072867344677
11	4.282099947000964
21	2.932099947000964
2	4.241012779537165
12	4.743939393939395
22	4.017208167685606
3	3.7166666666666686
13	4.743939393939395
23	3.368621142804562
4	3.9098928193743934
14	-3.0
24	3.9979822225984574
5	3.7322428063177773
15	-4.0
25	2.4445758553054855
6	3.782242806317777
16	-5.0
26	2.5315619663993267
7	4.32105633836467
17	-6.0
27	3.9535179711803217
8	4.26049808710523
18	-7.0
28	2.5562631790850023
9	3.7166666666666686
19	-8.0
29	3.7166666666666686
10	2.3016840702607233
20	-9.0
30	3.7166666666666686
