
1.1.true
Vehicle TOPO

ReqID,	a(SrcNode),	i(DesNode),	k(Path),	p(Ratio),	dtTrans,	tArrival,	start,	end,	timeSer(PSO),	t_wait,	t_proc,	t_serv,	moved_data,
49,	V8,	V3,	V8,	0.0606060606060606,	0.1212121212121212,	8.121212121212121,	15.910424186618938,	16.91042418661894,	8.91042418661894,	7.789212065406817,	1.0000000000000018,	8.91042418661894,	0.0
49,	V8,	V4,	V8,	0.0606060606060606,	0.1212121212121212,	8.121212121212121,	15.242424242424242,	16.242424242424242,	9.242424242424244,	7.121212121212121,	1.0,	8.242424242424242,	0.0
49,	V8,	V8,	V8,	0.7575757575757578,	0.0,	8.0,	8.0,	9.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
49,	V8,	V13,	V8,	0.0606060606060606,	0.1212121212121212,	8.121212121212121,	15.242424242424242,	16.242424242424242,	9.242424242424244,	7.121212121212121,	1.0,	8.242424242424242,	0.0
49,	V8,	V14,	V8,	0.0606060606060606,	0.1212121212121212,	8.121212121212121,	15.242424242424242,	16.242424242424242,	9.242424242424244,	7.121212121212121,	1.0,	8.242424242424242,	0.0
10,	V6,	V0,	V6,	0.0606060606060606,	0.1212121212121212,	9.121212121212121,	9.181562222352373,	10.181562222352373,	1.121212121212121,	0.06035010114025141,	1.0,	1.1815622223523725,	0.0
10,	V6,	V1,	V6,	0.0606060606060606,	0.1212121212121212,	9.121212121212121,	9.242424242424242,	10.242424242424242,	1.2424242424242429,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
10,	V6,	V5,	V6,	0.0606060606060606,	0.1212121212121212,	9.121212121212121,	9.186374860275242,	10.186374860275242,	1.1863748602752422,	0.06516273906312087,	1.0,	1.186374860275242,	0.0
10,	V6,	V6,	V6,	0.7575757575757578,	0.0,	9.0,	9.0,	10.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
10,	V6,	V11,	V6,	0.0606060606060606,	0.1212121212121212,	9.121212121212121,	9.242424242424242,	10.242424242424242,	1.121212121212121,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
30,	V9,	V3,	V9,	0.0606060606060606,	0.1212121212121212,	9.121212121212121,	17.91042418661894,	18.91042418661894,	9.910424186618942,	8.789212065406819,	1.0,	9.91042418661894,	0.0
30,	V9,	V9,	V9,	0.7575757575757578,	0.0,	9.0,	9.0,	10.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
50,	V8,	V3,	V8,	0.0606060606060606,	0.1212121212121212,	9.121212121212121,	16.91042418661894,	17.91042418661894,	9.910424186618942,	7.789212065406819,	1.0,	8.91042418661894,	0.0
50,	V8,	V4,	V8,	0.0606060606060606,	0.1212121212121212,	9.121212121212121,	17.242424242424242,	18.242424242424242,	10.242424242424242,	8.121212121212121,	1.0,	9.242424242424242,	0.0
50,	V8,	V8,	V8,	0.7575757575757578,	0.0,	9.0,	9.0,	10.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
50,	V8,	V13,	V8,	0.0606060606060606,	0.1212121212121212,	9.121212121212121,	17.242424242424242,	18.242424242424242,	10.242424242424242,	8.121212121212121,	1.0,	9.242424242424242,	0.0
50,	V8,	V14,	V8,	0.0606060606060606,	0.1212121212121212,	9.121212121212121,	17.242424242424242,	18.242424242424242,	10.242424242424242,	8.121212121212121,	1.0,	9.242424242424242,	0.0
11,	V6,	V0,	V6,	0.0606060606060606,	0.1212121212121212,	10.121212121212121,	10.181562222352373,	11.181562222352373,	1.121212121212121,	0.06035010114025141,	1.0,	1.1815622223523725,	0.0
11,	V6,	V1,	V6,	0.0606060606060606,	0.1212121212121212,	10.121212121212121,	10.242424242424242,	11.242424242424242,	1.2424242424242429,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
11,	V6,	V5,	V6,	0.0606060606060606,	0.1212121212121212,	10.121212121212121,	10.186374860275242,	11.186374860275242,	1.1863748602752422,	0.06516273906312087,	1.0,	1.186374860275242,	0.0
11,	V6,	V6,	V6,	0.7575757575757578,	0.0,	10.0,	10.0,	11.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
11,	V6,	V11,	V6,	0.0606060606060606,	0.1212121212121212,	10.121212121212121,	10.242424242424242,	11.242424242424242,	1.121212121212121,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
31,	V9,	V9,	V9,	0.7575757575757578,	0.0,	10.0,	10.0,	11.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
51,	V8,	V8,	V8,	0.7575757575757578,	0.0,	10.0,	10.0,	11.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
12,	V6,	V0,	V6,	0.0606060606060606,	0.1212121212121212,	11.121212121212121,	11.181562222352373,	12.181562222352373,	1.121212121212121,	0.06035010114025141,	1.0,	1.1815622223523725,	0.0
12,	V6,	V1,	V6,	0.0606060606060606,	0.1212121212121212,	11.121212121212121,	11.242424242424242,	12.242424242424242,	1.2424242424242429,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
12,	V6,	V5,	V6,	0.0606060606060606,	0.1212121212121212,	11.121212121212121,	11.186374860275242,	12.186374860275242,	1.1863748602752422,	0.06516273906312087,	1.0,	1.186374860275242,	0.0
12,	V6,	V6,	V6,	0.7575757575757578,	0.0,	11.0,	11.0,	12.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
12,	V6,	V11,	V6,	0.0606060606060606,	0.1212121212121212,	11.121212121212121,	11.242424242424242,	12.242424242424242,	1.121212121212121,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
32,	V9,	V9,	V9,	0.7575757575757578,	0.0,	11.0,	11.0,	12.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
52,	V8,	V8,	V8,	0.7575757575757578,	0.0,	11.0,	11.0,	12.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
13,	V6,	V0,	V6,	0.0606060606060606,	0.1212121212121212,	12.121212121212121,	12.181562222352373,	13.181562222352373,	1.121212121212121,	0.06035010114025141,	1.0,	1.1815622223523725,	0.0
13,	V6,	V1,	V6,	0.0606060606060606,	0.1212121212121212,	12.121212121212121,	12.242424242424242,	13.242424242424242,	1.2424242424242429,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
13,	V6,	V5,	V6,	0.04957510073008009,	0.09915020146016018,	12.09915020146016,	12.186374860275242,	13.004364022321564,	0.9823021025696029,	0.08722465881508157,	0.817989162046322,	1.0043640223215637,	0.0
13,	V6,	V6,	V6,	0.768606717451486,	0.0,	12.0,	12.0,	13.0,	12.68201083794952,	0.0,	1.0,	1.0,	354.0003284227127
13,	V6,	V11,	V6,	0.0606060606060606,	0.1212121212121212,	12.121212121212121,	12.242424242424242,	13.242424242424242,	1.121212121212121,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
33,	V9,	V9,	V9,	0.7890656761755609,	0.0,	12.0,	12.0,	13.0,	13.019583656896755,	0.0,	1.0,	1.0,	364.2298077847501
53,	V8,	V8,	V8,	0.7886455276388408,	0.0,	12.0,	12.0,	13.0,	13.012651206040875,	0.0,	1.0,	1.0,	364.0197335163901
14,	V6,	V0,	V6,	0.0606060606060606,	0.1212121212121212,	13.121212121212121,	13.181562222352373,	14.181562222352373,	1.121212121212121,	0.06035010114025141,	1.0,	1.1815622223523725,	0.0
14,	V6,	V1,	V6,	0.0606060606060606,	0.1212121212121212,	13.121212121212121,	13.242424242424242,	14.242424242424242,	1.2424242424242429,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
14,	V6,	V5,	V6,	0.05361365012684311,	0.10722730025368622,	13.107227300253687,	13.107227300253687,	14.099079827600285,	0.9918525273465976,	0.0,	0.9918525273465981,	1.0990798276002844,	0.0
14,	V6,	V6,	V6,	0.7645681680549743,	0.0,	13.0,	13.0,	14.0,	12.615374772907076,	0.0,	1.0,	1.0,	351.98105372445684
14,	V6,	V11,	V6,	0.0606060606060606,	0.1212121212121212,	13.121212121212121,	13.242424242424242,	14.242424242424242,	1.121212121212121,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
34,	V9,	V9,	V9,	0.8173184552541887,	0.0,	13.0,	13.0,	14.0,	13.485754511694113,	0.0,	1.0,	1.0,	378.356197324064
54,	V8,	V8,	V8,	0.8107649258567172,	0.0,	13.0,	13.0,	14.0,	13.377621276635836,	0.0,	1.0,	1.0,	375.0794326253283
15,	V6,	V0,	V6,	0.0606060606060606,	0.1212121212121212,	14.121212121212121,	14.181562222352373,	15.181562222352373,	1.121212121212121,	0.06035010114025141,	1.0,	1.1815622223523725,	0.0
15,	V6,	V1,	V6,	0.0606060606060606,	0.1212121212121212,	14.121212121212121,	14.242424242424242,	15.242424242424242,	1.2424242424242429,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
15,	V6,	V5,	V6,	0.0606060606060606,	0.1212121212121212,	14.121212121212121,	14.121212121212121,	15.242424242424242,	1.121212121212121,	0.0,	1.121212121212121,	1.2424242424242422,	0.0
15,	V6,	V6,	V6,	0.7575757575757578,	0.0,	14.0,	14.0,	15.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
15,	V6,	V11,	V6,	0.0606060606060606,	0.1212121212121212,	14.121212121212121,	14.242424242424242,	15.242424242424242,	1.121212121212121,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
35,	V9,	V9,	V9,	0.7730894316054878,	0.0,	14.0,	14.0,	15.0,	12.755975621490549,	0.0,	1.0,	1.0,	356.2416854997136
55,	V8,	V8,	V8,	0.8787878787878789,	0.0,	14.0,	14.0,	15.0,	14.500000000000002,	0.0,	1.0,	1.0,	409.0909090909091
16,	V6,	V0,	V6,	0.0606060606060606,	0.1212121212121212,	15.121212121212121,	15.181562222352373,	16.181562222352373,	1.121212121212121,	0.06035010114025141,	1.0,	1.1815622223523725,	0.0
16,	V6,	V1,	V6,	0.0606060606060606,	0.1212121212121212,	15.121212121212121,	15.242424242424242,	16.242424242424242,	1.2424242424242429,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
16,	V6,	V5,	V6,	0.0606060606060606,	0.1212121212121212,	15.121212121212121,	15.242424242424242,	16.242424242424242,	1.121212121212121,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
16,	V6,	V6,	V6,	0.8181818181818183,	0.0,	15.0,	15.0,	16.0,	13.500000000000004,	0.0,	1.0,	1.0,	378.78787878787887
36,	V9,	V9,	V9,	0.8939072445366094,	0.0,	15.0,	15.0,	16.0,	14.749469534854056,	0.0,	1.0,	1.0,	416.6505919652744
56,	V8,	V8,	V8,	0.9086592276270978,	0.0,	15.0,	15.0,	16.0,	14.992877255847116,	0.0,	1.0,	1.0,	424.0265835105186
17,	V6,	V0,	V6,	0.0606060606060606,	0.1212121212121212,	16.12121212121212,	16.181562222352373,	17.181562222352373,	1.121212121212121,	0.06035010114025141,	1.0,	1.1815622223523725,	0.0
17,	V6,	V1,	V6,	0.0606060606060606,	0.1212121212121212,	16.12121212121212,	16.242424242424242,	17.242424242424242,	1.2424242424242429,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
17,	V6,	V2,	V6,	0.0606060606060606,	0.1212121212121212,	16.12121212121212,	16.12121212121212,	17.242424242424242,	1.121212121212121,	0.0,	1.121212121212121,	1.2424242424242422,	0.0
17,	V6,	V5,	V6,	0.0606060606060606,	0.1212121212121212,	16.12121212121212,	16.242424242424242,	17.242424242424242,	1.121212121212121,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
17,	V6,	V6,	V6,	0.7575757575757578,	0.0,	16.0,	16.0,	17.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
37,	V9,	V9,	V9,	0.8085417275927013,	0.0,	16.0,	16.0,	17.0,	13.340938505279572,	0.0,	1.0,	1.0,	373.9678334933203
57,	V8,	V8,	V8,	0.9240265835105187,	0.0,	16.0,	16.0,	17.0,	15.24643862792356,	0.0,	1.0,	1.0,	431.710261452229
18,	V6,	V0,	V6,	0.0606060606060606,	0.1212121212121212,	17.12121212121212,	17.181562222352373,	18.181562222352373,	1.121212121212121,	0.06035010114025141,	1.0,	1.1815622223523725,	0.0
18,	V6,	V1,	V6,	0.0606060606060606,	0.1212121212121212,	17.12121212121212,	17.242424242424242,	18.242424242424242,	1.2424242424242429,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
18,	V6,	V2,	V6,	0.0606060606060606,	0.1212121212121212,	17.12121212121212,	17.242424242424242,	18.242424242424242,	1.2424242424242422,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
18,	V6,	V5,	V6,	0.0606060606060606,	0.1212121212121212,	17.12121212121212,	17.242424242424242,	18.242424242424242,	1.121212121212121,	0.1212121212121211,	1.0,	1.2424242424242422,	0.0
18,	V6,	V6,	V6,	0.7575757575757578,	0.0,	17.0,	17.0,	18.0,	12.500000000000004,	0.0,	1.0,	1.0,	348.48484848484856
38,	V9,	V9,	V9,	0.8568878457988091,	0.0,	17.0,	17.0,	18.0,	14.13864945568035,	0.0,	1.0,	1.0,	398.1408925963742
58,	V8,	V8,	V8,	0.9287673013371323,	0.0,	17.0,	17.0,	18.0,	15.324660472062684,	0.0,	1.0,	1.0,	434.0806203655358

 RSU TOPO 

ReqID,	a(SrcNode),	i(DesNode),	k(Path),	p(Ratio),	dtTrans,	tArrival,	start,	end,	timeSer(PSO),	t_wait,	t_proc,	t_serv,	moved_data,	t_trans_vr,	t_end_real,
1,	V6-R1,	R0,	R1,	1.0,	0.14357129824337042,	1.7004964018891957,	1.7004964018891957,	2.700496401889196,	1.3280345087511765,	0.0,	1.0000000000000002,	1.1435712982433706,	55.897942578123036,	1.5569251036458254,	no data
21,	V9-R2,	R2,	R2,	1.0,	0.0,	1.7575757575757578,	2.6363636363636367,	3.6363636363636367,	2.6000000000000005,	0.8787878787878789,	1.0,	1.878787878787879,	409.0909090909091,	1.7575757575757578,	no data
41,	V8-R2,	R2,	R2,	1.0,	0.0,	1.6363636363636367,	1.6363636363636367,	2.6363636363636367,	2.6000000000000005,	0.0,	1.0,	1.0,	75.75757575757586,	1.6363636363636367,	no data
2,	V6-R1,	R4,	R1,	1.0,	0.1279521137230182,	2.5286853721653215,	2.5286853721653215,	3.5286853721653215,	1.1835570519379186,	0.0,	1.0,	1.1279521137230182,	16.849981277242534,	1.4007332584423033,	no data
22,	V9-R2,	R5,	R2,	1.0,	0.13939393939393943,	2.6545454545454548,	2.6545454545454548,	3.6545454545454548,	1.2893939393939398,	0.0,	1.0,	1.1393939393939394,	45.45454545454555,	1.5151515151515154,	no data
42,	V8-R2,	R2,	R2,	1.0,	0.0,	2.434181824946098,	3.6363636363636367,	4.636363636363637,	2.083200005580531,	1.2021818114175389,	1.0,	2.202181811417539,	25.21212290319113,	1.4341818249460978,	no data
3,	V6-R1,	R0,	R1,	1.0,	0.13172779418690356,	3.5702178572680605,	3.5702178572680605,	4.5702178572680605,	1.9189784981180538,	0.0,	1.0,	1.1317277941869035,	26.28918243695591,	1.438490063081157,	no data
23,	V9-R2,	R1,	R2,	1.0,	0.13939393939393943,	3.654545454545455,	4.5212121212121215,	5.5212121212121215,	2.3393939393939407,	0.8666666666666663,	1.0,	2.006060606060606,	348.4848484848485,	1.5151515151515154,	no data
43,	V8-R2,	R1,	R2,	1.0,	0.12727272727272732,	3.521212121212122,	3.521212121212122,	4.5212121212121215,	2.3272727272727285,	0.0,	0.9999999999999996,	1.127272727272727,	15.151515151515298,	1.3939393939393945,	no data
4,	V6-R1,	R4,	R1,	1.0,	0.13138832104465925,	4.566483652703373,	4.566483652703373,	5.566483652703373,	1.7440273418284198,	0.0,	1.0,	1.1313883210446591,	25.440499581345136,	1.4350953316587138,	no data
24,	V9-R2,	R2,	R2,	1.0,	0.0,	4.515151515151516,	5.636363636363637,	6.636363636363637,	2.8363636363636378,	1.121212121212121,	1.0,	2.121212121212121,	348.4848484848485,	1.5151515151515154,	no data
44,	V8-R2,	R2,	R2,	1.0,	0.0,	4.3939393939393945,	4.636363636363637,	5.636363636363637,	2.8363636363636378,	0.2424242424242422,	1.0,	1.2424242424242422,	15.151515151515298,	1.3939393939393945,	no data
5,	V6-R1,	R1,	R1,	1.0,	0.0,	5.505821826948267,	5.5212121212121215,	6.5212121212121215,	1.663515128444442,	0.015390294263854187,	1.0,	1.0153902942638542,	43.12212340373338,	1.5058218269482668,	no data
45,	V8-R2,	R5,	R2,	1.0,	0.13939393939393943,	5.654545454545455,	5.654545454545455,	6.654545454545455,	1.2893939393939398,	0.0,	1.0,	1.1393939393939394,	45.45454545454555,	1.5151515151515154,	no data
6,	V6-R1,	R0,	R1,	1.0,	0.13283744374185102,	6.582424002372482,	6.582424002372482,	7.582424002372482,	1.228746354612122,	0.0,	1.0,	1.1328374437418511,	29.06330632432457,	1.4495865586306316,	no data
46,	V8-R2,	R2,	R2,	1.0,	0.0,	6.515151515151516,	6.636363636363637,	7.636363636363637,	1.1500000000000004,	0.1212121212121211,	1.0,	1.121212121212121,	45.45454545454555,	1.5151515151515154,	no data
7,	V6-R1,	R2,	R1,	1.0,	0.12828512818265778,	7.5323485312213565,	7.636363636363637,	8.636363636363637,	1.1866374356895846,	0.10401510514228018,	1.0,	1.232300233324938,	17.682517426341462,	1.4040634030386991,	no data
8,	V6-R1,	R1,	R1,	1.0,	0.0,	8.420507393920344,	8.420507393920344,	9.420507393920344,	1.0719185999842835,	0.0,	1.0,	1.0,	21.793515146752554,	1.4205073939203434,	no data
9,	V6-R1,	R1,	R1,	1.0,	0.0,	9.515151515151516,	9.515151515151516,	10.515151515151516,	1.1500000000000008,	0.0,	1.0,	1.0,	45.45454545454555,	1.5151515151515154,	no data
10,	V6-R4,	R4,	R4,	1.0,	0.0,	10.515151515151516,	10.515151515151516,	11.515151515151516,	1.1500000000000004,	0.0,	1.0,	1.0,	45.45454545454555,	1.5151515151515154,	no data
12,	V6-R2,	R2,	R2,	1.0,	0.0,	12.515151515151516,	12.515151515151516,	13.515151515151516,	1.1500000000000004,	0.0,	1.0,	1.0,	45.45454545454555,	1.5151515151515154,	no data
13,	V6-R2,	R2,	R2,	1.0,	0.0,	13.537213434902972,	13.537213434902972,	14.537213434902972,	1.168201083794952,	0.0,	1.0,	1.0,	50.970025392409696,	1.537213434902972,	no data
14,	V6-R2,	R2,	R2,	1.0,	0.0,	14.529136336109948,	14.537213434902972,	15.537213434902972,	1.1615374772907077,	0.008077098793023652,	1.0,	1.0080770987930237,	48.95075069415384,	1.5291363361099486,	no data
15,	V6-R2,	R2,	R2,	1.0,	0.0,	15.515151515151516,	15.537213434902972,	16.537213434902974,	1.1500000000000004,	0.022061919751456216,	1.0000000000000018,	1.022061919751458,	45.45454545454555,	1.5151515151515154,	no data
16,	V6-R2,	R2,	R2,	1.0,	0.0,	16.636363636363637,	16.636363636363637,	17.636363636363637,	1.2500000000000004,	0.0,	1.0,	1.0,	75.75757575757586,	1.6363636363636367,	no data
17,	V6-R2,	R2,	R2,	1.0,	0.0,	17.515151515151516,	17.636363636363637,	18.636363636363637,	1.1500000000000004,	0.1212121212121211,	1.0,	1.121212121212121,	45.45454545454555,	1.5151515151515154,	no data

 Cloud TOPO 

ReqID,	a(SrcNode),	i(DesNode),	k(Path),	p(Ratio),	dtTrans,	tArrival,	start,	end,	timeSer(PSO),	t_wait,	t_proc,	t_serv,	moved_data,	t_trans_vr,	t_end_real,
